regionType,regionId,representative,field,status,value,source,reason
illinoisHouse,112,Katie Stuart,address,value,2105 Vandalia St. Unit #16 Collinsville IL 62234,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,112,Katie Stuart,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3326,Not published by official source
illinoisHouse,113,Jay Hoffman,name,value,Jay Hoffman,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,113,Jay Hoffman,email,value,repjayhoffman@gmail.com,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,113,Jay Hoffman,phone,value,(618) 416-7407,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,113,Jay Hoffman,address,value,2300 W Main St Suite M200 Belleville 62226,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,113,Jay Hoffman,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3306,Not published by official source
illinoisHouse,114,Kevin Schmidt,name,value,Kevin Schmidt,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,114,Kevin Schmidt,email,value,schmidt@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,114,Kevin Schmidt,phone,value,(618) 215-1050,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,114,Kevin Schmidt,address,value,4041 Mississippi Avenue Cahokia Heights IL 62206,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,114,Kevin Schmidt,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3436,Not published by official source
illinoisHouse,115,David Friess,name,value,David Friess,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,115,David Friess,email,value,friess@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,115,David Friess,phone,value,(618) 282-7284,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,115,David Friess,address,value,143 S. Main Street Red Bud IL 62278,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,115,David Friess,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3395,Not published by official source
illinoisHouse,116,Dave Severin,name,value,Dave Severin,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,116,Dave Severin,email,value,severin@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,116,Dave Severin,phone,value,(618) 440-5091,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,116,Dave Severin,address,value,805 North Main Street Benton IL 62812,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,116,Dave Severin,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3324,Not published by official source
illinoisHouse,117,Patrick Windhorst,name,value,Patrick Windhorst,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,117,Patrick Windhorst,email,value,windhorst@ilhousegop.org,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,117,Patrick Windhorst,phone,value,(618) 294-8703,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,117,Patrick Windhorst,address,value,2 N. Vine St. Suite 5A Harrisburg IL 62946,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,117,Patrick Windhorst,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3364,Not published by official source
illinoisHouse,118,Paul Jacobs,name,value,Paul Jacobs,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,118,Paul Jacobs,email,unavailable,,http://www.ilga.gov/House/Members/rptMemberList,Not published by official source
illinoisHouse,118,Paul Jacobs,phone,value,(618) 559-7018,http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,118,Paul Jacobs,address,value,"118th District 234-N Stratton Office Building Springfield, IL 62706 600 Halfway Rd Suite 103 Marion IL 62959",http://www.ilga.gov/House/Members/rptMemberList,
illinoisHouse,118,Paul Jacobs,photo,unavailable,,http://www.ilga.gov/House/Members/Details/3394,Not published by official source
illinoisSenate,1,Javier L. Cervantes,name,value,Javier L. Cervantes,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,1,Javier L. Cervantes,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,1,Javier L. Cervantes,phone,value,(773) 869-9050,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,1,Javier L. Cervantes,address,value,"6729 Stanley Ave. 1st Floor, Suite A Berwyn IL 60402",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,1,Javier L. Cervantes,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3403,Not published by official source
illinoisSenate,2,Omar Aquino,name,value,Omar Aquino,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,2,Omar Aquino,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,2,Omar Aquino,phone,value,(773) 292-0202,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,2,Omar Aquino,address,value,4053 W. Armitage Ave. Chicago IL 60639,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,2,Omar Aquino,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3316,Not published by official source
illinoisSenate,3,Mattie Hunter,name,value,Mattie Hunter,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,3,Mattie Hunter,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,3,Mattie Hunter,phone,value,(312) 949-1908,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,3,Mattie Hunter,address,value,2929 S. Wabash Ave. Suite 102 Chicago IL 60616,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,3,Mattie Hunter,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3269,Not published by official source
illinoisSenate,4,Kimberly A. Lightford,name,value,Kimberly A. Lightford,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,4,Kimberly A. Lightford,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,4,Kimberly A. Lightford,phone,value,(708) 632-4500,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,4,Kimberly A. Lightford,address,value,"High Point Plaza, 4415 Harrison St. Suite 550 Hillside IL 60162",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,4,Kimberly A. Lightford,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3264,Not published by official source
illinoisSenate,5,Lakesia Collins,name,value,Lakesia Collins,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,5,Lakesia Collins,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,5,Lakesia Collins,phone,value,(312) 298-9181,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,5,Lakesia Collins,address,value,2165 S. Millard Ave. Chicago IL 60623,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,5,Lakesia Collins,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3443,Not published by official source
illinoisSenate,6,Sara Feigenholtz,name,value,Sara Feigenholtz,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,6,Sara Feigenholtz,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,6,Sara Feigenholtz,phone,value,(773) 296-4141,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,6,Sara Feigenholtz,address,value,3223 N. Sheffield Suite A Chicago IL 60657,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,6,Sara Feigenholtz,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3376,Not published by official source
illinoisSenate,7,Mike Simmons,name,value,Mike Simmons,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,7,Mike Simmons,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,7,Mike Simmons,phone,value,(773) 769-1717,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,7,Mike Simmons,address,value,1040 W. Bryn Mawr Ave. Chicago IL 60660,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,7,Mike Simmons,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3398,Not published by official source
illinoisSenate,8,Ram Villivalam,name,value,Ram Villivalam,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,8,Ram Villivalam,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,8,Ram Villivalam,phone,value,(872) 208-5188,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,8,Ram Villivalam,address,value,3851 W. Devon Ave. Chicago IL 60659,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,8,Ram Villivalam,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3345,Not published by official source
illinoisSenate,9,Laura Fine,name,value,Laura Fine,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,9,Laura Fine,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,9,Laura Fine,phone,value,(847) 998-1717,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,9,Laura Fine,address,value,1812 Waukegan Rd. Suite A Glenview IL 60025,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,9,Laura Fine,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3338,Not published by official source
illinoisSenate,10,Robert F. Martwick,name,value,Robert F. Martwick,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,10,Robert F. Martwick,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,10,Robert F. Martwick,phone,value,(773) 286-1115,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,10,Robert F. Martwick,address,value,4349 N. Milwaukee Ave. Chicago IL 60641,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,10,Robert F. Martwick,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3369,Not published by official source
illinoisSenate,11,Mike Porfirio,name,value,Mike Porfirio,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,11,Mike Porfirio,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,11,Mike Porfirio,phone,value,(708) 430-2510,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,11,Mike Porfirio,address,value,6215 W. 79th St. Suite 1A Burbank IL 60459,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,11,Mike Porfirio,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3404,Not published by official source
illinoisSenate,12,Celina Villanueva,name,value,Celina Villanueva,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,12,Celina Villanueva,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,12,Celina Villanueva,phone,value,(773) 565-4661,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,12,Celina Villanueva,address,value,2501 S. Central Park Ave. Front Suite Chicago IL 60623,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,12,Celina Villanueva,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3375,Not published by official source
illinoisSenate,13,Robert Peters,name,value,Robert Peters,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,13,Robert Peters,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,13,Robert Peters,phone,value,(773) 363-1996,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,13,Robert Peters,address,value,1304 E. 47th St. Suite 205 Chicago IL 60615,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,13,Robert Peters,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3343,Not published by official source
illinoisSenate,14,"Emil Jones, III",name,value,"Emil Jones, III",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,14,"Emil Jones, III",email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,14,"Emil Jones, III",phone,value,(773) 995-7748,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,14,"Emil Jones, III",address,value,845 W. 115th St. Chicago IL 60643,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,14,"Emil Jones, III",photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3276,Not published by official source
illinoisSenate,15,"Napoleon Harris, III",name,value,"Napoleon Harris, III",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,15,"Napoleon Harris, III",email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,15,"Napoleon Harris, III",phone,value,(708) 893-0552,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,15,"Napoleon Harris, III",address,value,930 W. 175th St. Suite 3W Homewood IL 60430,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,15,"Napoleon Harris, III",photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3292,Not published by official source
illinoisSenate,16,Willie Preston,name,value,Willie Preston,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,16,Willie Preston,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,16,Willie Preston,phone,value,(773) 912-6255,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,16,Willie Preston,address,value,8500 S. Pulaski Rd. Chicago IL 60652,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,16,Willie Preston,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3405,Not published by official source
illinoisSenate,17,"Elgie R. Sims, Jr.",name,value,"Elgie R. Sims, Jr.",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,17,"Elgie R. Sims, Jr.",email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,17,"Elgie R. Sims, Jr.",phone,value,(773) 933-7715,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,17,"Elgie R. Sims, Jr.",address,value,8233 S. Princeton Ave. Chicago IL 60620,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,17,"Elgie R. Sims, Jr.",photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3331,Not published by official source
illinoisSenate,18,Bill Cunningham,name,value,Bill Cunningham,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,18,Bill Cunningham,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,18,Bill Cunningham,phone,value,(773) 445-8128,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,18,Bill Cunningham,address,value,10400 S. Western Ave. Chicago IL 60643,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,18,Bill Cunningham,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3291,Not published by official source
illinoisSenate,19,Michael E. Hastings,name,value,Michael E. Hastings,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,19,Michael E. Hastings,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,19,Michael E. Hastings,phone,value,(815) 464-5431,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,19,Michael E. Hastings,address,value,20855 S. LaGrange Rd. Suite 102 Frankfort IL 60423,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,19,Michael E. Hastings,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3293,Not published by official source
illinoisSenate,20,Graciela Guzmán,name,value,Graciela Guzmán,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,20,Graciela Guzmán,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,20,Graciela Guzmán,phone,value,(773) 278-2020,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,20,Graciela Guzmán,address,value,3140 W. Montrose Chicago IL 60618,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,20,Graciela Guzmán,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3442,Not published by official source
illinoisSenate,21,Laura Ellman,name,value,Laura Ellman,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,21,Laura Ellman,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,21,Laura Ellman,phone,value,(630) 601-9961,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,21,Laura Ellman,address,value,24W500 Maple Ave. Suite 215 Naperville IL 60540,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,21,Laura Ellman,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3339,Not published by official source
illinoisSenate,22,Cristina Castro,name,value,Cristina Castro,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,22,Cristina Castro,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,22,Cristina Castro,phone,value,(847) 214-8864,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,22,Cristina Castro,address,value,164 E. Chicago St. Suite 201 Elgin IL 60120,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,22,Cristina Castro,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3317,Not published by official source
illinoisSenate,23,Suzy Glowiak Hilton,name,value,Suzy Glowiak Hilton,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,23,Suzy Glowiak Hilton,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,23,Suzy Glowiak Hilton,phone,value,(630) 785-3177,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,23,Suzy Glowiak Hilton,address,value,1 S. Cass Ave. Suite 203 Westmont IL 60559,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,23,Suzy Glowiak Hilton,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3341,Not published by official source
illinoisSenate,24,Seth Lewis,name,value,Seth Lewis,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,24,Seth Lewis,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,24,Seth Lewis,phone,value,(630) 349-0645,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,24,Seth Lewis,address,value,994 W. Army Trail Road Carol Stream IL 60188,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,24,Seth Lewis,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3406,Not published by official source
illinoisSenate,25,Karina Villa,name,value,Karina Villa,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,25,Karina Villa,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,25,Karina Villa,phone,value,(630) 326-9319,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,25,Karina Villa,address,value,946 N. Neltnor Blvd. Suite 104 West Chicago IL 60185,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,25,Karina Villa,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3385,Not published by official source
illinoisSenate,26,Darby A. Hills,name,value,Darby A. Hills,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,26,Darby A. Hills,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,26,Darby A. Hills,phone,value,(224) 662-4544,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,26,Darby A. Hills,address,value,795 Ela Road Suite 208 Lake Zurich IL 60047,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,26,Darby A. Hills,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3460,Not published by official source
illinoisSenate,27,Mark L. Walker,name,value,Mark L. Walker,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,27,Mark L. Walker,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,27,Mark L. Walker,phone,value,(847) 749-1880,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,27,Mark L. Walker,address,value,171 W. Wing St. Suite 202 Arlington Heights IL 60005,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,27,Mark L. Walker,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3449,Not published by official source
illinoisSenate,28,Laura M. Murphy,name,value,Laura M. Murphy,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,28,Laura M. Murphy,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,28,Laura M. Murphy,phone,value,(847) 718-1110,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,28,Laura M. Murphy,address,value,1645 S. River Rd. Suite 7 Des Plaines IL 60018,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,28,Laura M. Murphy,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3313,Not published by official source
illinoisSenate,29,Julie A. Morrison,name,value,Julie A. Morrison,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,29,Julie A. Morrison,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,29,Julie A. Morrison,phone,value,(847) 945-5200,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,29,Julie A. Morrison,address,value,400 Lake Cook Rd. Suite 100B Deerfield IL 60015,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,29,Julie A. Morrison,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3294,Not published by official source
illinoisSenate,30,Adriane Johnson,name,value,Adriane Johnson,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,30,Adriane Johnson,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,30,Adriane Johnson,phone,value,(847) 672-6201,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,30,Adriane Johnson,address,value,149 S. Genesee St. Waukegan IL 60085,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,30,Adriane Johnson,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3378,Not published by official source
illinoisSenate,31,Mary Edly-Allen,name,value,Mary Edly-Allen,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,31,Mary Edly-Allen,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,31,Mary Edly-Allen,phone,value,(847) 548-5631,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,31,Mary Edly-Allen,address,value,10 N. Lake St. Suite 112 Grayslake IL 60030,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,31,Mary Edly-Allen,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3407,Not published by official source
illinoisSenate,32,Craig Wilcox,name,value,Craig Wilcox,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,32,Craig Wilcox,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,32,Craig Wilcox,phone,value,(815) 455-6330,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,32,Craig Wilcox,address,value,209 North Benton Street Woodstock IL 60098,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,32,Craig Wilcox,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3336,Not published by official source
illinoisSenate,33,Donald P. DeWitte,name,value,Donald P. DeWitte,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,33,Donald P. DeWitte,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,33,Donald P. DeWitte,phone,value,(847) 214-8245,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,33,Donald P. DeWitte,address,value,641 S. 8th St. West Dundee IL 60118,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,33,Donald P. DeWitte,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3334,Not published by official source
illinoisSenate,34,Steve Stadelman,name,value,Steve Stadelman,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,34,Steve Stadelman,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,34,Steve Stadelman,phone,value,(815) 987-7557,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,34,Steve Stadelman,address,value,"Zeke Giorgi Center 200 S. Wyman, Suite 301 Rockford IL 61101",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,34,Steve Stadelman,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3296,Not published by official source
illinoisSenate,35,Dave Syverson,name,value,Dave Syverson,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,35,Dave Syverson,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,35,Dave Syverson,phone,value,(815) 987-7555,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,35,Dave Syverson,address,value,527 Colman Center Drive Cherry Valley IL 61108,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,35,Dave Syverson,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3265,Not published by official source
illinoisSenate,36,Michael W. Halpin,name,value,Michael W. Halpin,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,36,Michael W. Halpin,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,36,Michael W. Halpin,phone,value,(309) 558-3612,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,36,Michael W. Halpin,address,value,"County Office Building, 1504 3rd Ave. 2nd Floor Rock Island IL 61201",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,36,Michael W. Halpin,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3408,Not published by official source
illinoisSenate,37,"Li Arellano, Jr.",name,value,"Li Arellano, Jr.",http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,37,"Li Arellano, Jr.",email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,37,"Li Arellano, Jr.",phone,value,(779) 251-5003,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,37,"Li Arellano, Jr.",address,value,86 South Galena Ave. Suite 2 Dixon IL 61021,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,37,"Li Arellano, Jr.",photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3383,Not published by official source
illinoisSenate,38,Sue Rezin,name,value,Sue Rezin,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,38,Sue Rezin,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
illinoisSenate,38,Sue Rezin,phone,value,(815) 220-8720,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,38,Sue Rezin,address,value,1802 North Division Street Suite 314 Morris IL 60450,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,38,Sue Rezin,photo,unavailable,,http://www.ilga.gov/Senate/Members/Details/3281,Not published by official source
illinoisSenate,39,Don Harmon,name,value,Don Harmon,http://www.ilga.gov/Senate/Members/rptMemberList,
illinoisSenate,39,Don Harmon,email,unavailable,,http://www.ilga.gov/Senate/Members/rptMemberList,Not published by official source
